BAIRRO;CEP;LOGRADOURO
guabirotuba;8151030;RUA MOYSES DE OLIVEIRA
guabirotuba;8151031;TRAVESSA EDGAR SOUZA
guabirotuba;8151032;RUA JEAN BAPTISTA DEBRET
guabirotuba;8151033;RUA FRA ANGELICO
guabirotuba;8151034;RUA LUIZ GUIMARAES JUNIOR
guabirotuba;8151035;RUA CAPITAO JOAO RIBAS DE OLIVEIRA
guabirotuba;8151036;RUA CANDIDO PORTINARI
guabirotuba;8151037;RUA RENATO BARONI
guabirotuba;8151038;RUA LOURIVAL SCHILIPAK
guabirotuba;8151039;RUA LEONARDO DA VINCI
guabirotuba;8151040;RUA LUIZ DE FREITAS
guabirotuba;8151041;RUA MIGUEL BAKUM
guabirotuba;8151041;RUA ANTONIO VALERIO
guabirotuba;8151042;RUA AUGUSTO RENOIR
guabirotuba;8151043;RUA JOSE GIANINNI PANCETTI
guabirotuba;8151044;RUA AMADO HENRIQUE PEREIRA
guabirotuba;8151045;RUA HERMOGENES DE OLIVEIRA
guabirotuba;8151046;RUA RUBENS CARDOSO DE BRITO
guabirotuba;8151047;RUA MUSTAPHA KAIEL
guabirotuba;8151048;RUA VALENTIM BOKOWSKI
guabirotuba;8151049;RUA JOAO KARAM
guabirotuba;8151050;RUA DOUTOR DJALMA FERREIRA LOPES
guabirotuba;8151050;TRAVESSA IZOLINA ALVES DE FARIAS
guabirotuba;8151050;JARDINETE MARIO WILSON RIBAS
guabirotuba;8151051;RUA PROFESSORA MARIA SALLES GODOY
guabirotuba;8151052;RUA LORD LOVAT
guabirotuba;8151053;RUA AFONSO THEOLINDO HENNEQUIM
guabirotuba;8151054;RUA DIONIZIO BAGLIOLI
guabirotuba;8151055;RUA SAO ROQUE
guabirotuba;8151055;RUA PEDRO BINDO
guabirotuba;8151056;RUA ROBERTO LOBO
guabirotuba;8151057;RUA WALTER RODOLFO BEHLING
guabirotuba;8151058;RUA MOYSES MARTINS
guabirotuba;8151059;RUA GABRIEL VICENTE DOS SANTOS
guabirotuba;8151060;RUA SEBASTIAO RODRIGUES DOS SANTOS
guabirotuba;8151061;RUA MARIO BRANDALISE
guabirotuba;8151062;RUA ARLINDO ARAUJO SOBRINHO
guabirotuba;8151063;RUA JOSE RIETMEYER
guabirotuba;8151064;RUA ALVORADA
guabirotuba;8151065;RUA GUIROKU GASTAO AYABE
guabirotuba;8151066;RUA ROMEU BRANCO QUADROS
guabirotuba;8151067;RUA LOURIVAL PINHEIRO
guabirotuba;8151068;RUA ADAO PIETNOSKA
guabirotuba;8152000;AVENIDA COMENDADOR FRANCO
guabirotuba;8152023;RUA ALCIDES THEREZIO DE CARVALHO
guabirotuba;8152024;RUA HENRIQUE DIAS
guabirotuba;8152025;RUA SANTO INACIO DE LOYOLA
guabirotuba;8152026;RUA DOUTOR ALCIDES VIEIRA ARCO-VERDE
guabirotuba;8152027;RUA JOAO CARLOS FIGUEIREDO
guabirotuba;8152028;RUA DOUTOR JOAQUIM IGNACIO SILVEIRA DA MOTTA
guabirotuba;8152029;RUA JOAO CARLOS DE SOUZA CASTRO
guabirotuba;8152030;RUA PEDRO RISSETTI
guabirotuba;8152031;RUA MARABA
guabirotuba;8152032;TRAVESSA VIRGILIO GOMES PINHEIRO
guabirotuba;8152033;RUA ITAMARATI
guabirotuba;8152034;RUA BELA VISTA
guabirotuba;8152035;RUA DO OURO
guabirotuba;8152035;JARDINETE PROFESSOR ARTUR SANTOS DE ALMEIDA
guabirotuba;8152036;RUA DA QUINTAGEM
guabirotuba;8152037;RUA DAS TROPAS
guabirotuba;8152038;RUA DO VIAMAO
guabirotuba;8152039;RUA DAS BATEIAS
guabirotuba;8152040;RUA DE ITU
guabirotuba;8152041;TRAVESSA DA PORTEIRA
guabirotuba;8152042;TRAVESSA DA RONDA
guabirotuba;8152043;TRAVESSA DA SOROCABA
guabirotuba;8152044;RUA DO GARIMPO
guabirotuba;8152045;RUA DO FOGO
guabirotuba;8152046;RUA DA FUNDICAO
guabirotuba;8152047;RUA HIPOLITO RODRIGUES DA ROCHA
guabirotuba;8152048;RUA JOAQUIM MARIANO RIBAS
guabirotuba;8152049;RUA FERDINANDO FERREIRA
guabirotuba;8152050;RUA MARINS TAVARES DE ANDRADE
guabirotuba;8152051;RUA ENGENHEIRO JOSE DE FREITAS SALDANHA
guabirotuba;8152052;PRACA MADRE ISABEL DOS ANJOS
guabirotuba;8152053;JARDINETE FLAUSINA RIBEIRO DE LOYOLA
guabirotuba;8152054;RUA DO MINERADOR
guabirotuba;8152055;RUA DA INVERNADA
guabirotuba;8152056;RUA DA FAZENDA
guabirotuba;8152057;RUA DO ERVATEIRO
guabirotuba;8152058;RUA DO CHIMARRAO
guabirotuba;8152058;PRACA ARLENE MARIA HANSEL
guabirotuba;8152059;RUA DA CAPITANIA
guabirotuba;8152060;RUA DA SESMARIA
guabirotuba;8152061;RUA DOS BANDEIRANTES
guabirotuba;8152061;PRACA MIGUEL PITAKI JUNIOR
guabirotuba;8152062;RUA MINISTRO GABRIEL PASSOS
guabirotuba;8152063;RUA FRANCISCO BETTINARDI
guabirotuba;8152064;RUA RAUL FERREIRA LEITE
guabirotuba;8152090;RUA MINISTRO GABRIEL PASSOS, 360
guabirotuba;8152098;AVENIDA COMENDADOR FRANCO, 2550
guabirotuba;8169017;RODOVIA BR-116
guaira;8022031;RUA RIO VILA GUAIRA
guaira;8022044;RUA ANSELMO CAMATI
guaira;8022045;RUA MARIA MOSCARDI FANINI
guaira;8022046;RUA JOAO FAGUNDES MACHADO
guaira;8063000;RUA PARAIBA
guaira;8063001;RUA AUGUSTO DE MARI
guaira;8063002;RUA ABEL SCUISSIATO
guaira;8063003;RUA GOIAS
guaira;8063004;RUA ACRE
guaira;8063004;RUA PARANAGUA
guaira;8063005;RUA ALAGOAS
guaira;8063006;AVENIDA DA REPUBLICA
guaira;8063006;RUA DAISY LUCI BERNO
guaira;8063007;RUA MATO GROSSO
guaira;8063008;RUA SERGIPE
guaira;8063009;RUA RIO GRANDE DO SUL
guaira;8063010;RUA RIO GRANDE DO NORTE
guaira;8063011;JARDINETE PADRE SILVIO SATTLER
guaira;8063012;RUA SANTA CATARINA
guaira;8063013;RUA EUGENIO JOSE DE SOUZA
guaira;8063014;PRACA IPIRANGA
guaira;8063015;RUA SAO PAULO
guaira;8063016;RUA PERNAMBUCO
guaira;8063017;RUA SAO CRISTOVAO
guaira;8063018;RUA RIO DE JANEIRO
guaira;8063019;PRACA BENTO MUNHOZ DA ROCHA NETO
guaira;8063021;RUA OSVALDO BRANDAO
guaira;8063022;RUA MINAS GERAIS
guaira;8063023;RUA MANOEL HYGINO DOS SANTOS
guaira;8063023;RUA PROFESSOR OSNI CAMARGO CARVALHO
guaira;8063024;RUA PREVISTO COLUMBIA
guaira;8063025;RUA BAHIA
guaira;8063026;RUA SANTA ZITA
guaira;8063026;RUA ENOEL VEIGA ARANTES
guaira;8063026;RUA DOUTOR JAZON VIEIRA DA ROCHA
guaira;8063026;RUA ADOLFO BLEY
guaira;8063027;RUA FLORINDO JOSE MORESCHI
guaira;8063027;ACESSO LEOCADIO SWAMI DE MELLO E SILVA
guaira;8063028;RUA ASSIS FIGUEIREDO
guaira;8063029;RUA FELICIO DA COSTA VIEIRA
guaira;8063030;RUA PIAUI
guaira;8063031;RUA COMENDADOR JOAO LACKNER
guaira;8063032;RUA RICARDO GUTHER
guaira;8063033;RUA RIO VILA GUAIRA
guaira;8101003;RUA ALEXANDRE SALATA
guaira;8101003;RUA MANOEL FERREIRA DA SILVA
guaira;8101003;RUA GAMALIEL BUENO GALVAO
guaira;8101004;RUA JULIO DINIZ
guaira;8101004;RUA MAJOR JOAO DE CARVALHO
guaira;8101004;RUA GENERAL ZENON SILVA
guaira;8101005;RUA REPUBLICA DOMINICANA
guaira;8101006;RUA DUARTE DA COSTA
guaira;8101006;RUA HAITI
guaira;8101007;RUA GIL VICENTE
guaira;8101028;RUA DJALMA FERREIRA MACIEL
guaira;8101029;RUA ALFREDO XAVIER DE ALMEIDA
guaira;8101030;RUA GUATEMALA
guaira;8101039;RUA MAJOR JOAO DE CARVALHO
guaira;8101097;RUA GENERAL ZENON SILVA, 134
hauer;8161000;AVENIDA MARECHAL FLORIANO PEIXOTO
hauer;8161001;PRACA JOAQUIM MENELAU DE ALMEIDA TORRES
hauer;8161002;RUA ANNE FRANK
hauer;8161003;PRACA DOM GERALDO FERNANDES
hauer;8161004;RUA BOM JESUS DE IGUAPE
hauer;8161005;RUA CARLOS DE LAET
hauer;8161006;RUA BARTOLOMEU LOURENCO DE GUSMAO
hauer;8161007;RUA DAS CARMELITAS
hauer;8161008;RUA CANAL BELEM
hauer;8161009;RUA IRMA MARIA LUCIA ROLAND
hauer;8161010;RUA WALDEMAR KOST
hauer;8161011;RUA ALCINO GUANABARA
hauer;8161012;RUA DOUTOR JULIO CESAR RIBEIRO DE SOUZA
hauer;8161013;RUA FREI HENRIQUE DE COIMBRA
hauer;8161014;RUA SAO BENTO
hauer;8161015;RUA PRESIDENTE PADUA FLEURY
hauer;8161016;RUA CORONEL ANTONIO RICARDO DOS SANTOS
hauer;8161017;RUA MAJOR FABRICIANO DO REGO BARROS
hauer;8161018;RUA ROBERTO HAUER
hauer;8161019;RUA ARTUR HAUER
hauer;8161020;TERMINAL VILA HAUER
hauer;8161021;RUA EDUARDO POLAK
hauer;8161022;RUA MIGUEL POHOLINK
hauer;8161023;RUA MARIA LICIA BARAUCE
hauer;8161197;AVENIDA MARECHAL FLORIANO PEIXOTO, 4984 LOJA 39
hauer;8163000;AVENIDA MARECHAL FLORIANO PEIXOTO
hauer;8163001;RUA TENENTE FRANCISCO FERREIRA DE SOUZA
hauer;8163002;RUA FREDERICO MAURER
hauer;8163003;RUA DOUTOR DALTON DORIA PINTO
hauer;8163004;RUA PROFESSORA MARIA DE ASSUMPCAO
hauer;8163005;RUA ISAIAS REGIS DE MIRANDA
hauer;8163006;RUA PROFESSOR JOAO SOARES BARCELOS
hauer;8163007;RUA OLIVEIRA VIANA
hauer;8163008;PRACA ALFREDO HAUER
hauer;8163009;RUA PADRE DEHON
hauer;8163010;RUA MAJOR THEOLINDO FERREIRA RIBAS
hauer;8163011;RUA PAULO SETUBAL
hauer;8163012;RUA PROFESSOR JOSE NOGUEIRA DOS SANTOS
hauer;8163013;RUA CONDE DE SAO JOAO DAS DUAS BARRAS
hauer;8163014;RUA RAGGI IZAR
hauer;8163015;RUA ENGENHEIRO EMILIO GUETTER
hauer;8163016;RUA CHANCELER OSWALDO ARANHA
hauer;8163017;RUA IRMA FLAVIA BORLET
hauer;8163018;RUA WALDEMAR KOST
hauer;8163018;RUA WALDEMAR KOST
hauer;8163019;RUA ALCINO GUANABARA
hauer;8163020;RUA DOUTOR JULIO CESAR RIBEIRO DE SOUZA
hauer;8163021;RUA VICTORIO MALUCELLI
hauer;8163022;RUA FREI HENRIQUE DE COIMBRA
hauer;8163023;RUA SAO BENTO
hauer;8163024;RUA PRESIDENTE PADUA FLEURY
hauer;8163025;RUA CORONEL ANTONIO RICARDO DOS SANTOS
hauer;8163026;RUA MAJOR FABRICIANO DO REGO BARROS
hauer;8163027;RUA SONIA MARIA
hauer;8163028;RUA WILSON LOIS KOEHLER JUNIOR
hauer;8163029;RUA JOAQUIM FRANCISCO BUENO
hauer;8163030;RUA ANTONIO SPRADA
hauer;8163031;RUA FANNY HAUER
hauer;8163032;RUA NICOLAU KRESKO
hauer;8163090;AVENIDA MARECHAL FLORIANO PEIXOTO, 5500
hugo-lange;8004015;RUA HUMBERTO CARTA
hugo-lange;8004016;RUA SCHILLER
hugo-lange;8004017;RUA PADRE GERMANO MAYER
hugo-lange;8004018;RUA CAMOES
hugo-lange;8004019;PRACA DESEMBARGADOR ACYR SALDANHA LOYOLA
hugo-lange;8004025;RUA PROFESSOR DUILIO ANIBAL CALDERARI
hugo-lange;8004025;RUA PREFEITO ANGELO FERRARIO LOPES
hugo-lange;8004026;RUA VALDIVIA
hugo-lange;8004026;AVENIDA NOSSA SENHORA DA LUZ
hugo-lange;8004027;RUA CORONEL NAPOLEAO MARCONDES FRANCA
hugo-lange;8004029;TRAVESSA JOAO MAX ROSENER
hugo-lange;8004030;PRACA SANTA FILOMENA
hugo-lange;8004032;RUA DEPUTADO CARNEIRO DE CAMPOS
hugo-lange;8004033;RUA JOAO DAVID PERNETA
hugo-lange;8004034;RUA JAIME BALAO
hugo-lange;8004034;RUA AUGUSTO STRESSER
hugo-lange;8004035;RUA MENEZES DORIA
hugo-lange;8004035;RUA JOAO AMERICO DE OLIVEIRA
hugo-lange;8004036;JARDINETE BEREL BRIK
hugo-lange;8004037;PRACA SOROPTIMISMO INTERNACIONAL
hugo-lange;8004038;RUA ARAMIS TABORDA ATHAYDE
hugo-lange;8004039;JARDINETE VICTO PAVIM JOHNSSON
hugo-lange;8004040;JARDINETE POETA LEONARDO HENKE
hugo-lange;8004041;PRACA MARIA PHILOMENA DE LUCA MONDRONE
hugo-lange;8004042;JARDINETE AIRTON SOZZI
hugo-lange;8004043;JARDINETE ADELINA DUTRA SANSON
hugo-lange;8004044;JARDINETE PROFESSOR OSWALDO DORIA
hugo-lange;8004044;RUA ATILIO BORIO
hugo-lange;8004045;RUA FERNANDES DE BARROS
hugo-lange;8004045;RUA PRESIDENTE RODRIGO OTAVIO
hugo-lange;8004045;RUA ITUPAVA
hugo-lange;8004046;RUA FLAVIO DALLEGRAVE
jardim-botanico;8006009;AVENIDA PRESIDENTE AFFONSO CAMARGO
jardim-botanico;8006009;RUA UBALDINO DO AMARAL
jardim-botanico;8021000;AVENIDA PREFEITO OMAR SABBAG
jardim-botanico;8021002;RUA ENGENHEIRO LEAO SOUNIS
jardim-botanico;8021003;RUA DOUTOR JOAO SKALSKI
jardim-botanico;8021004;RUA ENGENHEIROS REBOUCAS
jardim-botanico;8021005;RUA ANTONIO MARTINS DE ARAUJO
jardim-botanico;8021006;RUA BRASILIO ITIBERE
jardim-botanico;8021007;RUA SANTANA
jardim-botanico;8021007;JARDINETE CONSTANTINO STROPPA
jardim-botanico;8021008;RUA JOAO BATISTA RIBEIRO
jardim-botanico;8021009;RUA ERNESTO DE ARAUJO
jardim-botanico;8021010;RUA TUFIK JOSE GUERIOS
jardim-botanico;8021011;RUA PASCHOAL BORDIGNON
jardim-botanico;8021012;RUA SAID FATUCH
jardim-botanico;8021013;RUA JOSE ANANIAS MAUAD
jardim-botanico;8021013;RUA ELEONORA MURICY NOVAES
jardim-botanico;8021013;RUA CORACAO DE MARIA
jardim-botanico;8021013;RUA PROFESSOR LUIZ CARLOS PEREIRA DA SILVA
jardim-botanico;8021013;RUA DOUTOR SALVADOR DE MAIO
jardim-botanico;8021014;JARDINETE RUTILIO DE SA RIBAS
jardim-botanico;8021015;RUA MAURICIO NUNES GARCIA
jardim-botanico;8021016;RUA PADRE FRANCISCO JOAO AZEVEDO
jardim-botanico;8021017;AVENIDA PREFEITO LOTHARIO MEISSNER
jardim-botanico;8021018;PRACA ITALIA
jardim-botanico;8021019;RUA DOUTOR JORGE MEYER FILHO
jardim-botanico;8021019;JARDINETE STELLA SURUGI LEPREVOST
jardim-botanico;8021020;RUA ENGENHEIRO GOTTARDO BOTTARELLI
jardim-botanico;8021021;TRAVESSA LEOCADIO PEREIRA DA COSTA
jardim-botanico;8021022;RUA CORONEL JOAO DA SILVA SAMPAIO
jardim-botanico;8021023;RUA DANTE ALIGHIERI
jardim-botanico;8021024;TRAVESSA TEREZIO PORTO
jardim-botanico;8021025;TRAVESSA MAJOR CORREIA LIMA
jardim-botanico;8021026;RUA HILDEBRANDO DE ARAUJO
jardim-botanico;8021026;PRACA JORNALISTA DIVONIRA TORRES KUDRI
jardim-botanico;8021027;RUA BRIGADEIRO ANTONIO DE SAMPAIO
jardim-botanico;8021028;RUA CARLOS ANTONIO DE AZEVEDO
jardim-botanico;8021029;RUA MARTIN VARELA
jardim-botanico;8021030;RUA SAO JANUARIO
jardim-botanico;8021031;TRAVESSA LUDOVICO SEYER
jardim-botanico;8021032;RUA BENTO AZAMBUJA
jardim-botanico;8021033;RUA SAO JOAQUIM
jardim-botanico;8021034;TRAVESSA MARTINHO DIOGO TEIXEIRA
jardim-botanico;8021035;RUA DOUTOR CORREA COELHO
jardim-botanico;8021036;RUA PROFESSORA ANNETTE MACEDO
jardim-botanico;8021037;AVENIDA PREFEITO MAURICIO FRUET
jardim-botanico;8021037;PRACA HAYAO WASHIDA
jardim-botanico;8021038;RUA LOURENCO JOSE TIEPOLO
jardim-botanico;8021039;RUA ENGENHEIRO OSTOJA ROGUSKI
jardim-botanico;8021040;RUA ALBERTO TWARDOWSKI
jardim-botanico;8021041;RUA PERGENTINA SILVA SOARES
jardim-botanico;8021507;VILA FERROVIARIOS
jardim-botanico;8021509;AVENIDA COMENDADOR FRANCO
jardim-botanico;8021509;RUA WALTER MARQUADT
jardim-botanico;8021511;RUA PEDRO DE ARAUJO FRANCO
jardim-botanico;8021512;PRACA PLINIO TOURINHO
jardim-botanico;8021545;RUA ANTONIO CANDIDO FERREIRA
jardim-botanico;8021545;VIADUTO COLORADO
jardim-botanico;8021546;RUA ANGELO FERRO
jardim-botanico;8021547;RUA PEDRO COSTA CUNHA
jardim-botanico;8021547;RUA MANOEL MARTINS DE ABREU
jardim-botanico;8021548;RUA DOUTOR ALBERTO FRANCO FERREIRA DA COSTA
jardim-botanico;8021549;RUA DORIVAL ALMIR ZAGONEL
jardim-botanico;8169010;RODOVIA BR-116
jardim-das-americas;8152001;RUA JOAQUIM AUGUSTO DE ANDRADE
jardim-das-americas;8152002;RUA ROMANO FRESSATO
jardim-das-americas;8152003;RUA JOSE TODESCHINI
jardim-das-americas;8152004;RUA TIBURCIO BRASIL
jardim-das-americas;8152005;RUA MAESTRO ROMUALDO SURIANI
jardim-das-americas;8152006;RUA DOUTOR OVANDE DO AMARAL
jardim-das-americas;8152007;RUA PROFESSOR LEO KESSLER
jardim-das-americas;8152008;RUA FREDERICO VIRMOND
jardim-das-americas;8152009;RUA DEPUTADO MIGUEL BUFFARA
jardim-das-americas;8152009;RUA DOUTOR ALCIDES VIEIRA ARCO-VERDE
jardim-das-americas;8152010;RUA JOAO MONTEIRO
jardim-das-americas;8152011;RUA LUIZ ANTONIETO
jardim-das-americas;8152012;RUA ERNESTO GUARIZA
jardim-das-americas;8152013;RUA ROGERIO DE AGUILLAR MINETTO
jardim-das-americas;8152014;RUA FRANCISCO RODRIGUES DE CASTRO
jardim-das-americas;8152015;RUA ANULINA CASTILHO DE ALMEIDA JORGE
jardim-das-americas;8152016;RUA ARACI CEQUINEL KUSTER
jardim-das-americas;8152017;PRACA PROFESSOR CAMILLO STELLFELD
jardim-das-americas;8152018;RUA ANNIBAL BARTHOLOMEU JOAO LAZZAROTTO
jardim-das-americas;8152019;RUA JOAO CLEMENTE TESSEROLI
jardim-das-americas;8152020;RUA PROFESSOR JOAO KOCHAKI
jardim-das-americas;8152020;PRACA DA GRECIA
jardim-das-americas;8152021;RUA EDMUNDO ANGELY
jardim-das-americas;8152022;RUA EDUARDO GERBER
jardim-das-americas;8153000;AVENIDA CORONEL FRANCISCO HERACLITO DOS SANTOS
jardim-das-americas;8153000;AVENIDA CORONEL FRANCISCO HERACLITO DOS SANTOS
jardim-das-americas;8153001;RUA RENEE DEVRAINNE FRANK
jardim-das-americas;8153001;RUA LOURDES KESSELRING
jardim-das-americas;8153002;AVENIDA NOSSA SENHORA DE LOURDES
jardim-das-americas;8153003;RUA MARCOS SMANHOTTO
jardim-das-americas;8153004;RUA MAESTRO REMO DE PERSIS
jardim-das-americas;8153005;RUA DOUTOR JUAREZ DE OLIVEIRA
jardim-das-americas;8153006;RUA LUIZ CONDESSA
jardim-das-americas;8153007;RUA VIOLETA MARANHAO
jardim-das-americas;8153008;RUA FREI ROGERIO
jardim-das-americas;8153009;RUA EVARISTO F. FERREIRA DA COSTA
jardim-das-americas;8153010;RUA AMOROSO COSTA
jardim-das-americas;8153011;RUA FREI FABIANO DE CRISTO
jardim-das-americas;8153012;RUA TENENTE RICARDO KIRCH
jardim-das-americas;8153013;RUA OTAVIO PEREIRA DOS ANJOS
jardim-das-americas;8153013;JARDINETE LEONOR CAVISKI ALEKSIEJUK
jardim-das-americas;8153014;RUA HERCULANO DE SOUZA
jardim-das-americas;8153015;RUA SENADOR BATISTA DE OLIVEIRA
jardim-das-americas;8153016;RUA CORONEL JOAQUIM LACERDA
jardim-das-americas;8153017;RUA JOSE KUSTER
jardim-das-americas;8153018;RUA CARLOS PRADI
jardim-das-americas;8153019;RUA BRENO ARRUDA
jardim-das-americas;8153020;RUA JOAO ITIBERE
jardim-das-americas;8153021;RUA JULIO BOND
jardim-das-americas;8153022;RUA DOUTOR HUGO DE BARROS
jardim-das-americas;8153023;RUA CORONEL BAETA DE FARIA
jardim-das-americas;8153023;JARDINETE MARCIO RIBAS
jardim-das-americas;8153024;RUA RODOLPHO SENFF
jardim-das-americas;8153024;RODOVIA BR-277 CURITIBA-PARANAGUA
jardim-das-americas;8153025;RUA ANA BERTA ROSKAMP
jardim-das-americas;8153026;RUA BENEDICTO CAMPOS
jardim-das-americas;8153027;RUA MARIA THEODORA DE PAULA COSTA
jardim-das-americas;8153028;RUA LUIZ CARLOS KRUGER PEREIRA
jardim-das-americas;8153029;PRACA MAESTRO BENTO MOSSORUNGA
jardim-das-americas;8153030;RUA ALMIR TROVA DE OLIVEIRA
jardim-das-americas;8153031;RUA HEITOR DE ANDRADE
jardim-das-americas;8153032;RUA PEDRO DEMETERCO
jardim-das-americas;8153033;PRACA PROFESSORA YEDA DE SOUZA DE CASTRO
jardim-das-americas;8153034;RUA SINKE FERREIRA
jardim-das-americas;8153035;RUA COMENDADOR PINTO BANDEIRA
jardim-das-americas;8153036;RUA FREI VICENTE SALVADOR
jardim-das-americas;8153037;RUA DESEMBARGADOR JOAQUIM DE OLIVEIRA SOBRINHO
jardim-das-americas;8153038;RUA FREI FRANCISCO SAMPAIO
jardim-das-americas;8153039;RUA BLASCO IBANEZ
jardim-das-americas;8153040;RUA PADRE DAMIAO
jardim-das-americas;8153041;RUA LIMA BARRETO
jardim-das-americas;8153041;RUA GENERAL SETEMBRINO DE CARVALHO
jardim-das-americas;8153041;RUA ULISSES JOSE RIBEIRO
jardim-das-americas;8153042;RUA MARECHAL CARDOSO JUNIOR
jardim-das-americas;8153043;RUA JOAQUIM AMARAL
jardim-das-americas;8153043;AVENIDA COMENDADOR FRANCO
jardim-das-americas;8153044;AVENIDA COMENDADOR FRANCO
jardim-das-americas;8153045;RUA MINISTRO GABRIEL PASSOS
jardim-das-americas;8153046;RUA DURVAL DE MORAIS
jardim-das-americas;8153047;RUA DOUTOR CONSTANTE COELHO
jardim-das-americas;8153048;RUA CONEGO JANUARIO DA CUNHA BARBOSA
jardim-das-americas;8153049;RUA DOUTOR JOAQUIM I. SILVEIRA DA MOTTA
jardim-das-americas;8153050;RUA TENENTE-CORONEL JOAO ANTONIO RAMALHO
jardim-das-americas;8153060;RUA VARNHAGEN
jardim-das-americas;8153061;PRACA RENATO ZORZE
jardim-das-americas;8153062;RUA MARIO BUENO SOBRINHO
jardim-das-americas;8153063;PRACA RYU MIZUNO
jardim-das-americas;8153090;AVENIDA CORONEL FRANCISCO HERACLITO DOS SANTOS, 100
jardim-das-americas;8153098;AVENIDA NOSSA SENHORA DE LOURDES, 779
jardim-das-americas;8153198;AVENIDA CORONEL FRANCISCO HERACLITO DOS SANTOS, 100
jardim-das-americas;8153510;RODOVIA BR-277 CURITIBA PARANAGUA
jardim-das-americas;8153520;RODOVIA BR-277 CURITIBA PARANAGUA
jardim-das-americas;8153530;RODOVIA BR-277 CURITIBA PARANAGUA
jardim-das-americas;8154000;RUA CAMARA JUNIOR
jardim-das-americas;8154001;RUA JOSE LUCAS
jardim-das-americas;8154002;RUA MAESTRO ANGELO ANTONELLO
jardim-das-americas;8154003;RUA BERNARDO RIBEIRO
jardim-das-americas;8154004;RUA ANTONIO PACCE
jardim-das-americas;8154005;RUA TASSO AZEVEDO DA SILVEIRA
jardim-das-americas;8154006;RUA MARIO LOPES FARINHA
jardim-das-americas;8154007;RUA ARCHANGELO SMANIOTTO
jardim-das-americas;8154008;RUA DOUTOR BRONISLAU OSTOJA ROGUSKI
jardim-das-americas;8154008;RUA REPUBLICA ISLAMICA DO IRA
jardim-das-americas;8154009;RUA CORONEL ALFREDO FERREIRA DA COSTA
jardim-das-americas;8154010;RUA BONA BUSNELLO
jardim-das-americas;8154011;RUA TEODORO CZYR
jardim-das-americas;8154011;RODOVIA BR-277 CURITIBA-PARANAGUA
jardim-das-americas;8154012;RUA ALETE DACHEUX STORI
jardim-das-americas;8154013;RUA JOAO RIBEIRO
jardim-das-americas;8154014;RUA PEDRO DRULLA
jardim-das-americas;8154015;RUA DOUTOR CARLOS BRUNO BREITHAUPT
jardim-das-americas;8154016;RUA ANTONIO AGENOR DO NASCIMENTO
jardim-das-americas;8154017;RUA WILSON VALDIVIA DOMINGUES
jardim-das-americas;8154018;RUA HERCULANO SCHILIPAK
jardim-das-americas;8154019;RUA PROFESSOR JOAO DOETZER
jardim-das-americas;8154020;RUA BARAO DE MONTE ALEGRE
jardim-das-americas;8154021;RUA TENENTE-BRIGADEIRO FRANCISCO DE ASSIS CORREA DE MELLO
jardim-das-americas;8154022;RUA DOUTOR BRASILIO FERREIRA DA LUZ
jardim-das-americas;8154022;JARDINETE RAQUEL CARNEIRO DO AMARAL E SILVA
jardim-das-americas;8154023;RUA ALMIRANTE DIDIO COSTA
jardim-das-americas;8154024;RUA LUIGI ROMANO
jardim-das-americas;8154025;RUA NICOLAU COPERNICO
jardim-das-americas;8154026;RUA PROFESSOR PAULO DASSUMPCAO
jardim-das-americas;8154027;RUA VISCONDE DE CARAVELAS
jardim-das-americas;8154028;RUA JOSE DE MELLO BRAGA JUNIOR
jardim-das-americas;8154029;RUA EDUARDO COUTURE
jardim-das-americas;8154030;RUA COMENDADOR CORREIA JUNIOR
jardim-das-americas;8154031;PRACA IVAN FERREIRA DO AMARAL FILHO
jardim-das-americas;8154032;RUA SAO TOME
jardim-das-americas;8154033;RUA ANDRE PETRELLI
jardim-das-americas;8154034;RUA JOAO JOSE ZATTAR
jardim-das-americas;8154035;RUA VISCONDE DE ABRANTES
jardim-das-americas;8154036;RUA FRANCISCO MARAVALHAS
jardim-das-americas;8154037;RUA FRANCISCO CASTELLANO
jardim-das-americas;8154037;PRACA LAFAYETTE QUEIROLO
jardim-das-americas;8154038;RUA TARGINO DA SILVA
jardim-das-americas;8154039;RUA MONSENHOR LAMARTINE
jardim-das-americas;8154040;RUA SENADOR ROBERTO GLASER
jardim-das-americas;8154041;RUA FREI FRANCISCO MONTALVERNE
jardim-das-americas;8154097;RUA PROFESSOR JOAO DOETZER, 531
jardim-das-americas;8169019;RODOVIA BR-116
jardim-social;8252000;AVENIDA PRESIDENTE WASHINGTON LUIZ
jardim-social;8252001;PRACA VILLA-LOBOS
jardim-social;8252002;RUA ARQUIMEDES CRUZ
jardim-social;8252003;RUA JUVENAL GALENO
jardim-social;8252004;RUA FAGUNDES VARELA
jardim-social;8252005;RUA ARISTIDES ATHAYDE
jardim-social;8252006;AVENIDA NOSSA SENHORA DA LUZ
jardim-social;8252007;RUA DOUTOR JOAO EVANGELISTA ESPINDOLA
jardim-social;8252008;RUA MANOEL CORREIA DE FREITAS
jardim-social;8252009;PRACA PRESIDENTE EISENHOWER
jardim-social;8252009;RUA JOAO VITOLA
jardim-social;8252010;RUA DESEMBARGADOR JOAQUIM PENIDO MONTEIRO
jardim-social;8252011;RUA CORONEL ROMAO RODRIGUES DE OLIVEIRA BRANCO
jardim-social;8252012;RUA LEONY MARGARIDA MACHADO
